episode,MADDPG_reward,MADDPG_latency,MADDPG_energy,MADDPG_completion_rate,LLM_MADDPG_reward,LLM_MADDPG_latency,LLM_MADDPG_energy,LLM_MADDPG_completion_rate,LLM_only_reward,LLM_only_latency,LLM_only_energy,LLM_only_completion_rate
2673,0.5814,5.1301187443306775,0.8887,0.7478,0.995,5.076257620712035,0.8887,0.9707,0.62,7.4386,0.8202,0.7039
2674,0.5639,5.250903848599531,0.8846,0.7267,0.995,4.954138796535476,0.8846,1.0,0.5669,7.7487,0.8618,0.74
2675,0.5536,4.9425295259014606,0.9015,0.7097,0.995,4.886414727387237,0.9015,1.0,0.5464,7.4438,0.8598,0.7367
2676,0.5327,5.009580332336933,0.8918,0.7617,0.995,5.169830355594421,0.8918,1.0,0.5006,7.7468,0.7582,0.7013
2677,0.5836,4.923472782554498,0.9015,0.7271,0.995,4.981759810114414,0.9015,0.9781,0.6224,7.2119,0.782,0.7551
2678,0.5415,5.232264477734208,0.8905,0.7103,0.9713,4.870779988922291,0.8905,0.968,0.6417,7.7531,0.74,0.7631
2679,0.5781,5.02440801628135,0.9019,0.7482,0.995,5.408403497125625,0.9019,0.9987,0.5672,7.3113,0.7159,0.7093
2680,0.5702,5.171234602897687,0.8538,0.7513,0.995,4.980706185954123,0.8538,1.0,0.5959,7.654,0.7512,0.7102
2681,0.591,4.769106165798454,0.9214,0.7606,0.995,4.903019084830963,0.9214,1.0,0.5387,7.3183,0.7231,0.6973
2682,0.5694,4.954267958528642,0.8826,0.7016,0.995,5.041942160791304,0.8826,0.9774,0.6058,7.6101,0.7723,0.7368
2683,0.5689,4.65080503175981,0.8655,0.7507,0.995,5.140793693526321,0.8655,0.9955,0.5021,7.306,0.722,0.7747
2684,0.5922,4.97344253748771,0.8795,0.7834,0.995,4.912595230086317,0.8795,1.0,0.5831,7.6992,0.7757,0.7454
2685,0.5835,5.042502317979221,0.8313,0.757,0.995,4.929030042245329,0.8313,0.971,0.6095,7.6595,0.8521,0.7477
2686,0.5831,5.094840327908541,0.896,0.8016,0.995,5.115287490052427,0.896,1.0,0.6561,7.3665,0.7956,0.7826
2687,0.5865,4.743926952886214,0.8625,0.7876,0.995,5.244186552046253,0.8625,0.9915,0.5648,7.612,0.8017,0.7502
2688,0.5424,4.666207832409656,0.8915,0.7172,0.995,4.764217246804097,0.8915,1.0,0.6301,8.5,0.8383,0.7657
2689,0.5929,4.953644998904895,0.8943,0.7428,0.995,4.945004808531517,0.8943,1.0,0.6016,7.3085,0.6913,0.7533
2690,0.5897,4.782563707317551,0.8819,0.7287,0.995,4.832414560244677,0.8819,0.9841,0.6576,7.2806,0.8407,0.8045
2691,0.5539,4.871550952230066,0.8778,0.7337,0.995,4.875852120856796,0.8778,1.0,0.5677,7.2816,0.7372,0.7855
2692,0.5709,4.797253011896581,0.8657,0.7514,0.995,4.516483262997758,0.8657,1.0,0.5542,7.9926,0.758,0.7171
2693,0.5754,4.935797629496839,0.8766,0.775,0.995,4.7780668711847545,0.8766,1.0,0.6508,7.9132,0.7486,0.736
2694,0.5733,4.830850241459824,0.8839,0.7438,0.995,4.781941527631808,0.8839,1.0,0.5084,7.6837,0.6969,0.6817
2695,0.5836,4.794681818093953,0.8768,0.7313,0.995,4.716494803500317,0.8768,1.0,0.5232,7.6073,0.7195,0.6947
2696,0.6077,4.96608367274994,0.8822,0.793,0.995,4.733555964766842,0.8822,0.9679,0.514,7.1557,0.8654,0.706
2697,0.6,4.864099019832229,0.9279,0.7311,0.995,4.744299451545747,0.9279,1.0,0.6433,7.3778,0.7929,0.7632
2698,0.5474,4.939405255739817,0.8625,0.74,0.995,4.8377353414753115,0.8625,1.0,0.5018,7.2601,0.7481,0.7396
2699,0.5899,4.858385979232436,0.8789,0.7596,0.995,4.868032680212461,0.8789,0.9783,0.6465,7.647,0.8216,0.7676
2700,0.6054,4.651701944608321,0.9513,0.7664,0.995,4.386895642668846,0.9513,1.0,0.5767,7.3889,0.8616,0.7446
2701,0.5847,4.652183751985283,0.8675,0.7442,0.995,4.547864454844952,0.8675,0.9777,0.5007,7.1744,0.7204,0.6665
2702,0.6002,4.870641822236889,0.8505,0.7905,0.995,4.921874785970918,0.8505,1.0,0.5683,7.5073,0.8216,0.7159
2703,0.6204,4.757490441832867,0.8972,0.7811,0.995,4.605101371395034,0.8972,0.9905,0.5318,7.5946,0.8622,0.6596
2704,0.5987,4.794183853322539,0.8689,0.7703,0.995,4.596681132514836,0.8689,1.0,0.6061,7.2713,0.8254,0.7724
2705,0.5816,4.881286205221416,0.8716,0.7667,0.995,4.675921030483081,0.8716,1.0,0.6155,7.4041,0.8296,0.7932
2706,0.5991,4.82205646806208,0.8815,0.7246,0.995,4.746333299067638,0.8815,1.0,0.5829,8.0434,0.8572,0.726
2707,0.5792,4.749028720396329,0.8566,0.7215,0.995,4.552083809219861,0.8566,1.0,0.5069,7.708,0.8258,0.7172
2708,0.5766,4.540771861555077,0.9155,0.7269,0.995,4.55897426516288,0.9155,0.9981,0.6115,7.3578,0.8821,0.7935
2709,0.5683,4.4084050060755535,0.861,0.7431,0.995,4.615149910799759,0.861,1.0,0.6431,7.2916,0.7388,0.8005
2710,0.6104,4.635451451776578,0.8916,0.7455,0.995,4.42230204979154,0.8916,0.9741,0.6225,7.4227,0.853,0.7676
2711,0.5579,4.856952151310239,0.8909,0.7154,0.995,4.630943058607302,0.8909,0.9985,0.6411,7.3843,0.8117,0.7812
2712,0.6096,4.454150894945297,0.8767,0.7607,0.995,4.714839166028327,0.8767,0.9992,0.5341,7.5687,0.7685,0.7094
2713,0.5868,4.6754335429746074,0.9121,0.7766,0.995,4.524971772795757,0.9121,0.9637,0.6511,7.6568,0.8608,0.7469
2714,0.545,4.644294188294503,0.8453,0.751,0.995,4.726550695190279,0.8453,1.0,0.5548,7.6621,0.8824,0.7609
2715,0.5839,4.251022162001507,0.8536,0.7665,0.995,4.367389128734006,0.8536,1.0,0.5023,7.3403,0.6861,0.7142
2716,0.5295,4.65199608258815,0.8885,0.7324,0.995,4.457874720263719,0.8885,1.0,0.6434,7.4574,0.8574,0.7762
2717,0.5894,4.518089528373578,0.8884,0.7538,0.995,4.330251086709408,0.8884,1.0,0.6601,7.686,0.7085,0.7187
2718,0.5951,4.561802373225204,0.8802,0.764,0.995,4.4546146222689424,0.8802,1.0,0.6114,7.6921,0.7318,0.7192
2719,0.5625,4.4582182840490026,0.8822,0.7383,0.995,4.483839126525496,0.8822,0.9987,0.5393,7.2121,0.6899,0.7311
2720,0.5782,4.395635819409682,0.8547,0.7502,0.995,4.377842007764463,0.8547,0.965,0.5428,7.4986,0.863,0.6903
2721,0.6185,4.4810047291622945,0.8809,0.7772,0.995,4.541047622885473,0.8809,0.9819,0.5793,7.4543,0.8346,0.7387
2722,0.5643,4.491515086356256,0.8729,0.7314,0.995,4.423928956167955,0.8729,0.9994,0.6526,7.5406,0.7009,0.7694
2723,0.5521,4.359365322606639,0.8824,0.6822,0.995,4.606754250038843,0.8824,0.9877,0.5254,7.6097,0.7904,0.6871
2724,0.6079,4.463416503504341,0.8797,0.7828,0.995,4.445558634110767,0.8797,0.9811,0.6404,7.1341,0.7145,0.7591
2725,0.6184,4.38276184862125,0.8294,0.7739,0.995,4.223728125582954,0.8294,1.0,0.5495,7.2059,0.8282,0.7679
2726,0.5752,4.424264399735514,0.8465,0.7054,0.995,4.274028787468441,0.8465,1.0,0.6375,7.5094,0.7751,0.7712
2727,0.5974,4.532895710528826,0.8488,0.7766,0.995,4.496695363481671,0.8488,1.0,0.6564,7.3482,0.6943,0.7746
2728,0.6046,4.620005103780723,0.8654,0.772,0.995,4.290489885381195,0.8654,0.9881,0.5727,7.0,0.8411,0.766
2729,0.5586,4.505534433291569,0.8541,0.6974,0.995,4.372531829788861,0.8541,0.996,0.5621,7.0,0.8091,0.7147
2730,0.5642,4.597526774894432,0.8579,0.7826,0.995,4.133889293922463,0.8579,0.9904,0.6364,7.4304,0.8266,0.7535
2731,0.6019,4.39051284841621,0.8648,0.7598,0.995,4.344515468920067,0.8648,0.9632,0.59,7.4627,0.8122,0.7042
2732,0.6118,4.453002107054498,0.8668,0.8248,0.995,4.134521345828927,0.8668,1.0,0.6164,7.0147,0.7619,0.7874
2733,0.5871,4.288643340591636,0.8383,0.7811,0.995,4.252020093417542,0.8383,0.9892,0.6059,7.4978,0.8173,0.7584
2734,0.5553,4.432653849878098,0.8662,0.7735,0.995,4.120393839592909,0.8662,0.9883,0.526,7.2389,0.7072,0.6693
2735,0.6183,4.3533305516646195,0.8654,0.7723,0.995,4.3740250337308515,0.8654,0.9836,0.6436,7.0544,0.7408,0.7382
2736,0.5628,4.468387601134239,0.903,0.743,0.995,4.28003495409931,0.903,0.9964,0.5333,7.1501,0.8347,0.7238
2737,0.567,4.289029921874594,0.8591,0.7568,0.995,4.434492547059931,0.8591,1.0,0.6585,7.0,0.8423,0.8117
2738,0.5818,4.473303696775123,0.8749,0.7572,0.995,4.309849034464897,0.8749,0.9806,0.5426,7.1228,0.8561,0.7023
2739,0.6084,4.146623149939622,0.8398,0.782,0.995,3.986655950331962,0.8398,0.9913,0.6248,7.0,0.8091,0.7394
2740,0.5929,4.220103108067369,0.8557,0.754,0.995,4.317210596989194,0.8557,0.9929,0.5484,7.2155,0.8635,0.6779
2741,0.5832,4.1381763109584835,0.8528,0.707,0.995,4.016880556145687,0.8528,0.9951,0.554,7.3397,0.7938,0.7021
2742,0.5842,4.000361488383089,0.8752,0.7396,0.995,4.044389264791201,0.8752,0.9825,0.5527,7.0,0.7813,0.7376
2743,0.5749,4.396664577759351,0.8637,0.7565,0.995,4.04333343724923,0.8637,1.0,0.6271,7.2036,0.7237,0.7552
2744,0.5861,4.007966266655121,0.8895,0.7612,0.995,4.045882485682557,0.8895,0.9977,0.5947,7.0352,0.8492,0.7663
2745,0.5181,4.067999440574309,0.8693,0.7609,0.995,4.069719976460727,0.8693,0.9926,0.6501,7.3172,0.8147,0.7502
2746,0.5671,4.431832144190288,0.8737,0.7315,0.995,3.97175078030387,0.8737,1.0,0.5523,7.307,0.7793,0.7491
2747,0.5789,4.278796695444204,0.8497,0.7572,0.995,4.123883328295269,0.8497,0.9953,0.6176,7.3151,0.7139,0.7298
2748,0.5482,4.040112693903578,0.8291,0.7464,0.995,3.7753716542258506,0.8291,0.9826,0.628,7.0,0.7173,0.7833
2749,0.5819,4.236579527597925,0.8527,0.7613,0.995,4.154119767258728,0.8527,1.0,0.5258,7.1263,0.7069,0.7031
2750,0.5688,4.137641853365143,0.8674,0.7216,0.995,4.1280469623983915,0.8674,0.9998,0.5681,7.0157,0.7733,0.7402
2751,0.6118,4.290453491336197,0.8618,0.7782,0.995,4.123177386786141,0.8618,0.9626,0.5821,7.0775,0.7198,0.7548
2752,0.6077,4.100944387074488,0.8428,0.7401,0.995,4.0431116368222435,0.8428,1.0,0.5605,7.0,0.8619,0.6909
2753,0.5628,4.116662260737646,0.8605,0.7268,0.995,4.20838176218798,0.8605,0.9751,0.5548,8.0556,0.8553,0.7063
2754,0.5696,4.05541039815159,0.8591,0.7377,0.995,4.117586873550069,0.8591,0.9975,0.6167,7.0,0.8583,0.7661
2755,0.5712,4.126022045060204,0.8636,0.7383,0.995,3.9608516085669034,0.8636,0.9904,0.5367,7.0,0.8115,0.7037
2756,0.5628,4.125503544594489,0.8615,0.6993,0.995,4.209169970359752,0.8615,1.0,0.6206,7.475,0.7947,0.7536
2757,0.5769,4.054162361976767,0.845,0.7452,0.995,3.809306481558235,0.845,0.9883,0.659,7.1713,0.8726,0.7763
2758,0.5559,3.997834954973608,0.8415,0.7368,0.995,4.115722136134192,0.8415,1.0,0.5961,7.0,0.777,0.7079
2759,0.5476,4.1567137806275065,0.8497,0.7344,0.995,3.7360172610483535,0.8497,1.0,0.6039,7.0763,0.6942,0.7242
2760,0.5861,3.938782847134341,0.8451,0.7453,0.995,3.899541068747676,0.8451,0.9885,0.5117,7.0593,0.7639,0.7064
2761,0.5861,3.7004511691814477,0.85,0.8011,0.995,3.764535859480061,0.85,0.9905,0.647,7.0,0.7923,0.7781
2762,0.5545,3.778262076505842,0.8713,0.7373,0.995,3.7840350198405788,0.8713,0.9849,0.5485,7.0,0.7923,0.7699
2763,0.5918,3.9967665943982342,0.8904,0.7444,0.995,4.11024064717524,0.8904,1.0,0.6046,7.0787,0.7121,0.7368
2764,0.5581,4.114346921693381,0.8918,0.7427,0.995,3.739245235567582,0.8918,0.9928,0.6664,7.3271,0.8336,0.7837
2765,0.5775,3.793528228558527,0.8496,0.7306,0.995,3.8408780266821694,0.8496,0.9996,0.6012,7.0389,0.8367,0.7345
2766,0.5898,3.8680393328144764,0.8571,0.778,0.995,4.243058337900988,0.8571,0.9764,0.6232,7.0483,0.7478,0.7631
2767,0.571,3.877500596055218,0.8587,0.7554,0.995,3.854258903623794,0.8587,0.9985,0.5757,7.0,0.8015,0.7852
2768,0.5816,3.874327792561411,0.8416,0.7894,0.995,4.0578544891857,0.8416,0.9653,0.5103,7.2953,0.8522,0.7247
2769,0.5602,3.932747023344877,0.8533,0.7611,0.995,3.776852592344511,0.8533,1.0,0.6356,7.2413,0.6891,0.7721
2770,0.5671,4.0292485259468895,0.8689,0.7778,0.995,3.807803174680848,0.8689,0.9857,0.5059,7.2293,0.7251,0.6845
2771,0.5668,3.975416287431669,0.8363,0.6859,0.995,3.6448698947216234,0.8363,0.9903,0.6191,7.0802,0.7729,0.7346
2772,0.5548,3.706141323382477,0.8746,0.7073,0.995,3.9311784295332255,0.8746,0.9998,0.5039,7.0,0.8429,0.7221
2773,0.5672,3.640215047144658,0.8524,0.758,0.995,3.8541192552710717,0.8524,0.9785,0.6466,7.2689,0.8512,0.7807
2774,0.537,3.914252383853093,0.8585,0.7077,0.995,3.7867817418463043,0.8585,0.979,0.5268,7.0736,0.6956,0.6754
2775,0.5601,3.950453614338957,0.8903,0.7744,0.995,3.65980398403283,0.8903,1.0,0.5874,7.0,0.7781,0.7616
2776,0.5646,3.580731223138404,0.8467,0.7328,0.995,3.6448862366570305,0.8467,0.9972,0.6015,7.1423,0.7447,0.7219
2777,0.5651,3.7826932432980587,0.8667,0.7672,0.995,3.8134141948849836,0.8667,1.0,0.5778,7.0993,0.7684,0.7635
2778,0.5653,3.8134262860202206,0.8474,0.7514,0.995,3.66462804910861,0.8474,0.9857,0.5579,7.0,0.7821,0.6945
2779,0.5692,3.729351853009043,0.8593,0.7393,0.995,3.7122958044294214,0.8593,0.9943,0.5795,7.0,0.7953,0.73
2780,0.581,3.724911738916705,0.8425,0.7312,0.995,3.6660026990926795,0.8425,0.9843,0.5529,7.0,0.7166,0.7423
2781,0.5896,3.6283250976651193,0.8247,0.7619,0.995,3.468048598339068,0.8247,1.0,0.5745,7.0725,0.6997,0.7225
2782,0.556,3.777485081375729,0.8478,0.7293,0.995,3.4673064277298287,0.8478,1.0,0.561,7.3234,0.7028,0.728
2783,0.5437,3.6521260882539055,0.8856,0.7063,0.995,3.3352573866075486,0.8856,0.991,0.5963,7.0,0.8452,0.7458
2784,0.5472,3.8271247440018317,0.8577,0.6929,0.995,3.609139008914435,0.8577,1.0,0.5404,7.0877,0.6967,0.7092
2785,0.5593,3.824571976170058,0.8544,0.7379,0.995,3.8872678957922875,0.8544,0.9855,0.6681,7.1845,0.7189,0.8134
2786,0.5621,3.7910870776271386,0.8412,0.7621,0.995,3.543846471209778,0.8412,0.9739,0.5851,7.2243,0.8776,0.7632
2787,0.5529,3.673917992006723,0.8598,0.739,0.995,3.424900160384325,0.8598,1.0,0.533,7.0,0.6998,0.662
2788,0.5412,3.8980571578758307,0.8323,0.7428,0.995,3.5199642509150153,0.8323,0.9932,0.5811,7.0,0.7094,0.7684
2789,0.5596,3.754587730135386,0.841,0.7327,0.995,3.714210429007305,0.841,1.0,0.6473,7.0,0.7562,0.7609
2790,0.5735,3.6852843436087657,0.8546,0.7243,0.995,3.5861778904163293,0.8546,0.9926,0.5037,7.3178,0.7161,0.7448
2791,0.5825,3.6786095988971907,0.835,0.7684,0.995,3.7764487777367033,0.835,1.0,0.6155,7.0,0.8052,0.7387
2792,0.5571,3.7156354545674253,0.8599,0.7284,0.995,3.589304215726804,0.8599,0.9625,0.5932,7.0,0.7443,0.7299
2793,0.5602,3.788981815942422,0.8517,0.7374,0.995,3.6416058992440608,0.8517,0.9832,0.5288,7.0,0.7186,0.7075
2794,0.5488,3.4850463936981617,0.8493,0.7477,0.995,3.7485423823323396,0.8493,0.9647,0.639,7.0,0.8681,0.7889
2795,0.5684,3.5761494194452133,0.8401,0.7599,0.995,3.646348712508562,0.8401,1.0,0.5627,7.0845,0.7591,0.7232
2796,0.5503,3.7245554815921778,0.8539,0.7328,0.995,3.597037691560689,0.8539,1.0,0.5499,7.3815,0.7965,0.7288
2797,0.5815,3.6752764136851352,0.8453,0.7709,0.995,3.141353527204831,0.8453,0.9916,0.6408,7.0,0.8586,0.7801
2798,0.5295,3.299036175161138,0.8708,0.7312,0.995,3.6444084114471673,0.8708,0.9823,0.6085,7.0734,0.8581,0.7425
2799,0.5608,3.7173630013211842,0.8275,0.7505,0.995,3.6344839235407838,0.8275,1.0,0.6527,7.1019,0.7596,0.82
2800,0.5753,3.4953751114174274,0.8558,0.779,0.995,3.419940628138862,0.8558,1.0,0.6071,7.0467,0.8565,0.7471
2801,0.5726,3.377979713448394,0.8434,0.7583,0.995,3.3944563111187147,0.8434,1.0,0.6259,7.0,0.826,0.7449
2802,0.6278,3.476245256638925,0.8469,0.8225,0.995,3.4494024945049775,0.8469,1.0,0.6422,7.0,0.7923,0.77
2803,0.5761,3.6821302621298537,0.8061,0.712,0.995,3.663514577345187,0.8061,1.0,0.5093,7.5641,0.8188,0.7324
2804,0.5463,3.6161588132049673,0.8675,0.7051,0.995,3.5116453938675285,0.8675,0.9882,0.6319,7.2622,0.7548,0.7596
2805,0.5662,3.642640589442078,0.8388,0.7277,0.995,3.592987415658017,0.8388,0.9947,0.6043,7.2288,0.7865,0.7602
2806,0.5291,3.58531440154382,0.8383,0.6908,0.995,3.597013701037217,0.8383,0.9647,0.5118,7.0,0.7912,0.6978
2807,0.5664,3.603194890606038,0.8809,0.7851,0.995,3.673129360154895,0.8809,0.9791,0.5865,7.083,0.7555,0.7606
2808,0.5497,3.5400397059740385,0.8317,0.7697,0.995,3.352205693925057,0.8317,1.0,0.514,7.0748,0.8321,0.6393
2809,0.5881,3.4622438269125593,0.8506,0.7715,0.995,3.416491271856724,0.8506,0.9931,0.6251,7.5621,0.7417,0.7721
2810,0.5558,3.6387420873672625,0.8391,0.7425,0.995,3.511809916791256,0.8391,1.0,0.5929,7.2403,0.8391,0.7432
2811,0.5653,3.675086928479854,0.8576,0.7134,0.995,3.402996548810053,0.8576,0.9759,0.6621,7.0,0.7346,0.8152
2812,0.5538,3.3762225492008207,0.8706,0.7442,0.995,3.4993859830408223,0.8706,1.0,0.5311,7.0482,0.7288,0.7197
2813,0.606,3.4672527510340894,0.8521,0.7671,0.995,3.446402214570685,0.8521,0.9869,0.603,7.1287,0.8335,0.7402
2814,0.5606,3.587417721359604,0.8165,0.7578,0.995,3.598925457093334,0.8165,0.9864,0.536,7.2917,0.7501,0.7332
2815,0.6079,3.395744537204034,0.8465,0.7537,0.995,3.3625824172904686,0.8465,0.9864,0.6044,7.3176,0.837,0.7541
2816,0.5854,3.5969425617918676,0.8346,0.7657,0.995,3.163814650500415,0.8346,0.9841,0.6229,7.2672,0.8487,0.7591
2817,0.5781,3.717477282798229,0.8715,0.7722,0.995,3.4512839729010736,0.8715,1.0,0.6228,7.1936,0.749,0.7847
2818,0.5755,3.3719588024750182,0.8413,0.7683,0.995,3.5300011369906334,0.8413,0.9875,0.6386,7.9563,0.6961,0.7812
2819,0.576,3.2294460811703702,0.8575,0.7495,0.995,3.1553827155457146,0.8575,0.9641,0.6451,7.2248,0.7276,0.7735
2820,0.5249,3.390730396628864,0.8205,0.7491,0.995,3.375862246025602,0.8205,1.0,0.5131,7.0,0.8228,0.7466
2821,0.5611,3.286108258875472,0.8525,0.7149,0.995,3.518851601489781,0.8525,1.0,0.5584,7.2646,0.8527,0.7046
2822,0.5858,3.3980238791160997,0.8458,0.7585,0.995,3.184270003179501,0.8458,0.9954,0.6168,7.1645,0.7547,0.7614
2823,0.5661,3.2157726309799166,0.8379,0.7541,0.995,3.310836751610312,0.8379,0.9984,0.5848,7.8674,0.7185,0.764
2824,0.5362,3.2536063886711877,0.8272,0.7217,0.995,3.1860880650102206,0.8272,0.9968,0.5324,7.79,0.7089,0.6582
2825,0.5659,3.112886928839422,0.8551,0.7586,0.995,3.2132960512084363,0.8551,1.0,0.594,7.3716,0.7404,0.6919
2826,0.6045,3.449780134182008,0.8349,0.7886,0.995,3.188883059709833,0.8349,1.0,0.5693,7.3235,0.8528,0.7082
2827,0.5944,3.485333828188822,0.8093,0.7119,0.995,3.082283706456073,0.8093,0.9764,0.5663,7.2561,0.7116,0.7651
2828,0.5655,3.2702089959117995,0.8306,0.7781,0.995,3.1779358809979423,0.8306,1.0,0.6377,7.4783,0.7177,0.7952
2829,0.5878,3.4781836683115097,0.8279,0.7398,0.995,3.4284409157942832,0.8279,1.0,0.5693,7.1158,0.8387,0.7575
2830,0.5588,3.3728887213789362,0.8133,0.7647,0.995,3.140688033425585,0.8133,0.9923,0.5045,7.3013,0.8057,0.7195
2831,0.5293,3.1192582923926366,0.8201,0.701,0.995,3.2052982908415055,0.8201,1.0,0.5099,7.182,0.8004,0.7108
2832,0.5464,3.339256033176216,0.8392,0.7403,0.995,3.1535461326283825,0.8392,1.0,0.6456,7.5123,0.7492,0.7993
2833,0.6011,3.333890517312575,0.8378,0.7739,0.995,3.072698352589814,0.8378,1.0,0.6633,7.2099,0.8127,0.7772
2834,0.5607,3.465148846552295,0.8629,0.7327,0.995,3.1705542408691194,0.8629,1.0,0.617,7.6091,0.8319,0.7446
2835,0.5613,3.171089458121009,0.8437,0.7257,0.995,3.0310057637769074,0.8437,1.0,0.5619,7.3835,0.7524,0.772
2836,0.56,3.1464281476787592,0.8216,0.8086,0.995,3.2438540745814546,0.8216,0.9704,0.6596,7.5574,0.733,0.7771
2837,0.6085,3.2087532158865746,0.8435,0.7527,0.995,3.1800734908532107,0.8435,0.9814,0.6127,7.496,0.8288,0.7693
2838,0.6024,3.189518923189305,0.8252,0.7992,0.995,3.1131845545665846,0.8252,0.9949,0.6435,7.6335,0.7139,0.8049
2839,0.6154,3.035784402362195,0.7883,0.8413,0.995,2.95420051887445,0.7883,1.0,0.6302,7.2446,0.8016,0.7576
2840,0.5631,3.1116753445114407,0.8225,0.7295,0.995,3.1294710868457023,0.8225,1.0,0.5645,7.6279,0.8023,0.7484
2841,0.573,3.1941339379951725,0.8226,0.7045,0.995,2.9944191215098983,0.8226,1.0,0.5814,7.0811,0.8073,0.7303
2842,0.5332,3.326847034452188,0.8314,0.7203,0.995,3.147507091799032,0.8314,0.9883,0.5316,7.4755,0.8155,0.72
2843,0.599,3.0394425820290234,0.8265,0.7481,0.995,3.1356793780889296,0.8265,0.9963,0.5496,7.3642,0.8064,0.7601
2844,0.5408,3.0155035139495583,0.8238,0.7418,0.995,3.186010518964041,0.8238,0.9845,0.6323,7.1923,0.8594,0.7721
2845,0.5713,3.082853755771083,0.8369,0.7317,0.995,3.0225318596012167,0.8369,0.9874,0.652,8.1263,0.776,0.7818
2846,0.5423,3.393219387871456,0.8207,0.7209,0.995,3.1285352078289166,0.8207,0.9844,0.6232,7.3617,0.8156,0.7498
2847,0.5535,3.047294646382629,0.8179,0.7312,0.995,3.125369918522568,0.8179,1.0,0.5791,7.4626,0.8238,0.7679
2848,0.5481,3.1164137087131505,0.8082,0.6992,0.995,3.156701081142321,0.8082,1.0,0.5147,7.4109,0.8172,0.7441
2849,0.5531,3.16057639004149,0.8037,0.7273,0.995,3.1001678893429743,0.8037,1.0,0.5097,7.5397,0.8628,0.7138
2850,0.5546,3.1442355984122927,0.8373,0.7312,0.995,3.068569349227355,0.8373,1.0,0.5636,7.3594,0.8122,0.7202
2851,0.5544,3.161799859776785,0.8257,0.7155,0.995,3.100991963603841,0.8257,0.9905,0.5788,7.4355,0.7587,0.7161
2852,0.5848,3.206437221223035,0.8379,0.7598,0.995,3.1001634414990176,0.8379,1.0,0.6036,7.4774,0.8588,0.7363
2853,0.5422,3.2705109289980148,0.8105,0.7542,0.995,3.1548413429875244,0.8105,1.0,0.5011,8.4342,0.8022,0.6795
2854,0.5714,2.9885183146504395,0.812,0.7371,0.995,3.0546890395027804,0.812,1.0,0.6683,7.7115,0.7682,0.7995
2855,0.5933,3.05500057462429,0.8067,0.7558,0.995,2.875787857590814,0.8067,1.0,0.5619,7.7293,0.7912,0.6868
2856,0.5553,2.974917278271641,0.8084,0.7269,0.995,2.9129457391404805,0.8084,1.0,0.6442,7.6037,0.7488,0.7718
2857,0.5508,3.1250956714292535,0.821,0.7755,0.995,3.0308170102421235,0.821,0.9719,0.5909,7.6533,0.8179,0.7372
2858,0.5615,3.0901469988053285,0.826,0.7215,0.995,3.2431628788045845,0.826,1.0,0.5222,7.6421,0.7144,0.7371
2859,0.5926,3.16618213277341,0.8248,0.7391,0.9931,2.802020166870239,0.8248,1.0,0.6356,7.5107,0.8609,0.7788
2860,0.5709,3.157408405577931,0.8404,0.7294,0.995,2.9476413271677675,0.8404,1.0,0.6207,7.7602,0.8368,0.7416
2861,0.555,3.034909524486376,0.8382,0.7651,0.995,2.9527049272002124,0.8382,0.9835,0.5897,7.4051,0.774,0.7403
2862,0.5774,2.9872243874092796,0.8216,0.7807,0.995,3.0990044360176627,0.8216,1.0,0.5875,7.1832,0.7344,0.7621
2863,0.5425,3.0435017000717153,0.8527,0.7049,0.995,2.9534435570169224,0.8527,1.0,0.5149,7.396,0.7568,0.7071
2864,0.5818,3.0795928076617316,0.8113,0.7695,0.995,3.0035540928322355,0.8113,0.9934,0.6115,7.8793,0.831,0.7028
2865,0.5758,3.129091813365634,0.7997,0.736,0.995,2.8960861162375084,0.7997,0.9719,0.6549,7.5391,0.6984,0.775
2866,0.5601,3.0727152373702027,0.8402,0.7022,0.995,2.8485585180561266,0.8402,0.9913,0.5159,7.6704,0.7664,0.667
2867,0.5485,3.0706910419652815,0.8152,0.6952,0.995,2.8835704763905166,0.8152,0.9931,0.5448,7.5611,0.7439,0.7179
2868,0.5475,3.0201268421105865,0.8106,0.7251,0.995,3.117583951493396,0.8106,0.9899,0.6534,7.7204,0.8512,0.8071
2869,0.5788,3.0171560440227894,0.8083,0.7688,0.995,2.8608323683471806,0.8083,1.0,0.5483,7.6354,0.7468,0.7288
2870,0.5941,3.066645475722885,0.8108,0.7575,0.995,2.8981351371747257,0.8108,1.0,0.6112,7.6037,0.832,0.7571
2871,0.5531,3.01370068399149,0.8422,0.7358,0.995,2.7829722204790257,0.8422,1.0,0.5909,7.7444,0.7621,0.7255
2872,0.5773,3.0029669978603937,0.8356,0.7024,0.995,2.9070105345720605,0.8356,0.9827,0.6014,7.5293,0.759,0.7487
2873,0.5213,2.9658228693941475,0.7896,0.7046,0.995,2.7056566200324834,0.7896,1.0,0.5707,7.7016,0.7347,0.7235
2874,0.5544,3.0131537306456986,0.8198,0.7268,0.995,2.9788209862358546,0.8198,1.0,0.551,7.5955,0.8314,0.742
2875,0.5667,2.820543336880987,0.8617,0.7309,0.995,2.6783673697217525,0.8617,1.0,0.5083,7.6143,0.8917,0.698
2876,0.5474,3.0098223510700977,0.8132,0.7041,0.995,2.8570398563251183,0.8132,1.0,0.6265,7.461,0.7179,0.7716
2877,0.5469,3.075826952393645,0.8496,0.7769,0.995,2.9786832357558892,0.8496,0.9946,0.6268,7.582,0.8154,0.7609
